Fabricante,Edad,Primera Dosis,Primera Dosis (std),Segunda Dosis,Segunda Dosis (std),Cuarta Dosis,Cuarta Dosis (std),Dosis Refuerzo,Dosis Refuerzo (std),Dosis Única,Unica Dosis
Campaña SARS-CoV-2 (Janssen),134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CanSino,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),141,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
