Fabricante,Edad,Primera Dosis,Primera Dosis (std),Segunda Dosis,Segunda Dosis (std),Cuarta Dosis,Cuarta Dosis (std),Dosis Refuerzo,Dosis Refuerzo (std),Dosis Única,Unica Dosis
Campaña SARS-CoV-2 (AstraZeneca),67,1423.0,1423.0,1308.0,1308.0,622.0,622.0,101958.0,101958.0,0.0,0.0
CanSino,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0
Campaña SARS-CoV-2 (Janssen),67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),67,0.0,0.0,0.0,0.0,23986.0,23986.0,992.0,992.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),67,6848.0,6848.0,6649.0,6649.0,109937.0,109937.0,37283.0,37283.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),67,148341.0,148341.0,147755.0,147755.0,311.0,311.0,9618.0,9618.0,0.0,0.0
,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),68,1367.0,1367.0,1241.0,1241.0,537.0,537.0,93076.0,93076.0,0.0,0.0
CanSino,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0
Campaña SARS-CoV-2 (Janssen),68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),68,0.0,0.0,0.0,0.0,20808.0,20808.0,912.0,912.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),68,6197.0,6197.0,6039.0,6039.0,101967.0,101967.0,33997.0,33997.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),68,136285.0,136285.0,135737.0,135737.0,283.0,283.0,9404.0,9404.0,0.0,0.0
,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),69,1190.0,1190.0,1096.0,1096.0,516.0,516.0,86752.0,86752.0,0.0,0.0
CanSino,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0
Campaña SARS-CoV-2 (Janssen),69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),69,0.0,0.0,0.0,0.0,18334.0,18334.0,820.0,820.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),69,5258.0,5258.0,5122.0,5122.0,95562.0,95562.0,30587.0,30587.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),69,126933.0,126933.0,126384.0,126384.0,242.0,242.0,9135.0,9135.0,0.0,0.0
,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),70,974.0,974.0,894.0,894.0,526.0,526.0,82156.0,82156.0,0.0,0.0
CanSino,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0
Campaña SARS-CoV-2 (Janssen),70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),70,0.0,0.0,0.0,0.0,16336.0,16336.0,742.0,742.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),70,4588.0,4588.0,4448.0,4448.0,90816.0,90816.0,28419.0,28419.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),70,120059.0,120059.0,119559.0,119559.0,227.0,227.0,8557.0,8557.0,0.0,0.0
,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),71,965.0,965.0,890.0,890.0,547.0,547.0,79726.0,79726.0,0.0,0.0
CanSino,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0
Campaña SARS-CoV-2 (Janssen),71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),71,0.0,0.0,0.0,0.0,14412.0,14412.0,653.0,653.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),71,4164.0,4164.0,3999.0,3999.0,88446.0,88446.0,26858.0,26858.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),71,115859.0,115859.0,115336.0,115336.0,216.0,216.0,7808.0,7808.0,0.0,0.0
,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),72,813.0,813.0,760.0,760.0,512.0,512.0,76613.0,76613.0,0.0,0.0
CanSino,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0
Campaña SARS-CoV-2 (Janssen),72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),72,0.0,0.0,0.0,0.0,13091.0,13091.0,649.0,649.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),72,3695.0,3695.0,3594.0,3594.0,85387.0,85387.0,25427.0,25427.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),72,111426.0,111426.0,110929.0,110929.0,199.0,199.0,7596.0,7596.0,0.0,0.0
,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),73,803.0,803.0,730.0,730.0,421.0,421.0,71739.0,71739.0,0.0,0.0
CanSino,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0
Campaña SARS-CoV-2 (Janssen),73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),73,0.0,0.0,0.0,0.0,12254.0,12254.0,645.0,645.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),73,3481.0,3481.0,3337.0,3337.0,80344.0,80344.0,24365.0,24365.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),73,105498.0,105498.0,104962.0,104962.0,185.0,185.0,7271.0,7271.0,0.0,0.0
,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),74,678.0,678.0,629.0,629.0,418.0,418.0,66543.0,66543.0,0.0,0.0
CanSino,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Campaña SARS-CoV-2 (Janssen),74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),74,0.0,0.0,0.0,0.0,11229.0,11229.0,592.0,592.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),74,3317.0,3317.0,3190.0,3190.0,75229.0,75229.0,23457.0,23457.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),74,99392.0,99392.0,98910.0,98910.0,168.0,168.0,7106.0,7106.0,0.0,0.0
,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),75,598.0,598.0,552.0,552.0,402.0,402.0,62026.0,62026.0,0.0,0.0
CanSino,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Campaña SARS-CoV-2 (Janssen),75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),75,0.0,0.0,0.0,0.0,10020.0,10020.0,566.0,566.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),75,2968.0,2968.0,2830.0,2830.0,70623.0,70623.0,22149.0,22149.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),75,93583.0,93583.0,93073.0,93073.0,157.0,157.0,6817.0,6817.0,0.0,0.0
,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),76,558.0,558.0,500.0,500.0,378.0,378.0,57639.0,57639.0,0.0,0.0
CanSino,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Campaña SARS-CoV-2 (Janssen),76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),76,0.0,0.0,0.0,0.0,9363.0,9363.0,541.0,541.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),76,2798.0,2798.0,2665.0,2665.0,65947.0,65947.0,20978.0,20978.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),76,88194.0,88194.0,87679.0,87679.0,162.0,162.0,6660.0,6660.0,0.0,0.0
,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),77,492.0,492.0,461.0,461.0,310.0,310.0,51586.0,51586.0,0.0,0.0
CanSino,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Campaña SARS-CoV-2 (Janssen),77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),77,0.0,0.0,0.0,0.0,8157.0,8157.0,481.0,481.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),77,2442.0,2442.0,2316.0,2316.0,59775.0,59775.0,19404.0,19404.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),77,80296.0,80296.0,79808.0,79808.0,138.0,138.0,6308.0,6308.0,0.0,0.0
,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),78,394.0,394.0,361.0,361.0,310.0,310.0,48144.0,48144.0,0.0,0.0
CanSino,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Campaña SARS-CoV-2 (Janssen),78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),78,0.0,0.0,0.0,0.0,7432.0,7432.0,459.0,459.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),78,2349.0,2349.0,2239.0,2239.0,55484.0,55484.0,18349.0,18349.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),78,75511.0,75511.0,75020.0,75020.0,120.0,120.0,5746.0,5746.0,0.0,0.0
,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),79,420.0,420.0,376.0,376.0,290.0,290.0,43016.0,43016.0,0.0,0.0
CanSino,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Campaña SARS-CoV-2 (Janssen),79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),79,0.0,0.0,0.0,0.0,6605.0,6605.0,462.0,462.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),79,2085.0,2085.0,1946.0,1946.0,50217.0,50217.0,17284.0,17284.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),79,69077.0,69077.0,68580.0,68580.0,118.0,118.0,5352.0,5352.0,0.0,0.0
,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),80,339.0,339.0,303.0,303.0,257.0,257.0,39589.0,39589.0,0.0,0.0
CanSino,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Campaña SARS-CoV-2 (Janssen),80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),80,0.0,0.0,0.0,0.0,6018.0,6018.0,393.0,393.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),80,1819.0,1819.0,1722.0,1722.0,46612.0,46612.0,16546.0,16546.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),80,65045.0,65045.0,64540.0,64540.0,105.0,105.0,5117.0,5117.0,0.0,0.0
,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),81,294.0,294.0,260.0,260.0,223.0,223.0,34420.0,34420.0,0.0,0.0
CanSino,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Campaña SARS-CoV-2 (Janssen),81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),81,0.0,0.0,0.0,0.0,5049.0,5049.0,384.0,384.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),81,1658.0,1658.0,1554.0,1554.0,40702.0,40702.0,14520.0,14520.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),81,57283.0,57283.0,56793.0,56793.0,83.0,83.0,4603.0,4603.0,0.0,0.0
,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),82,234.0,234.0,208.0,208.0,175.0,175.0,29666.0,29666.0,0.0,0.0
CanSino,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Campaña SARS-CoV-2 (Janssen),82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),82,0.0,0.0,0.0,0.0,4374.0,4374.0,315.0,315.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),82,1395.0,1395.0,1296.0,1296.0,34706.0,34706.0,12585.0,12585.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),82,49821.0,49821.0,49410.0,49410.0,113.0,113.0,3966.0,3966.0,0.0,0.0
,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),83,205.0,205.0,190.0,190.0,152.0,152.0,26392.0,26392.0,0.0,0.0
CanSino,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Campaña SARS-CoV-2 (Janssen),83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),83,0.0,0.0,0.0,0.0,3799.0,3799.0,314.0,314.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),83,1299.0,1299.0,1202.0,1202.0,30994.0,30994.0,11419.0,11419.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),83,45169.0,45169.0,44762.0,44762.0,71.0,71.0,3747.0,3747.0,0.0,0.0
,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),84,159.0,159.0,141.0,141.0,127.0,127.0,23408.0,23408.0,0.0,0.0
CanSino,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Campaña SARS-CoV-2 (Janssen),84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),84,0.0,0.0,0.0,0.0,3358.0,3358.0,295.0,295.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),84,1203.0,1203.0,1115.0,1115.0,27738.0,27738.0,10499.0,10499.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),84,41088.0,41088.0,40681.0,40681.0,72.0,72.0,3525.0,3525.0,0.0,0.0
,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),85,144.0,144.0,124.0,124.0,104.0,104.0,20478.0,20478.0,0.0,0.0
CanSino,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Janssen),85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),85,0.0,0.0,0.0,0.0,2904.0,2904.0,239.0,239.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),85,1011.0,1011.0,945.0,945.0,24262.0,24262.0,9475.0,9475.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),85,36515.0,36515.0,36109.0,36109.0,53.0,53.0,3082.0,3082.0,0.0,0.0
,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),86,135.0,135.0,120.0,120.0,100.0,100.0,18041.0,18041.0,0.0,0.0
CanSino,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Janssen),86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),86,0.0,0.0,0.0,0.0,2515.0,2515.0,220.0,220.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),86,941.0,941.0,861.0,861.0,21239.0,21239.0,8432.0,8432.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),86,32784.0,32784.0,32384.0,32384.0,65.0,65.0,2873.0,2873.0,0.0,0.0
,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),87,118.0,118.0,107.0,107.0,77.0,77.0,15140.0,15140.0,0.0,0.0
CanSino,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Campaña SARS-CoV-2 (Janssen),87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),87,0.0,0.0,0.0,0.0,2140.0,2140.0,191.0,191.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),87,837.0,837.0,763.0,763.0,17921.0,17921.0,7286.0,7286.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),87,28185.0,28185.0,27848.0,27848.0,45.0,45.0,2530.0,2530.0,0.0,0.0
,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),88,105.0,105.0,92.0,92.0,61.0,61.0,13417.0,13417.0,0.0,0.0
CanSino,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Campaña SARS-CoV-2 (Janssen),88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),88,0.0,0.0,0.0,0.0,1906.0,1906.0,180.0,180.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),88,671.0,671.0,612.0,612.0,16096.0,16096.0,6803.0,6803.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),88,26077.0,26077.0,25709.0,25709.0,42.0,42.0,2506.0,2506.0,0.0,0.0
,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),89,95.0,95.0,74.0,74.0,41.0,41.0,11598.0,11598.0,0.0,0.0
CanSino,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Campaña SARS-CoV-2 (Janssen),89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),89,0.0,0.0,0.0,0.0,1582.0,1582.0,158.0,158.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),89,559.0,559.0,509.0,509.0,13800.0,13800.0,5620.0,5620.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),89,22575.0,22575.0,22236.0,22236.0,40.0,40.0,2154.0,2154.0,0.0,0.0
,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),90,53.0,53.0,42.0,42.0,39.0,39.0,9977.0,9977.0,0.0,0.0
CanSino,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Janssen),90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),90,0.0,0.0,0.0,0.0,1344.0,1344.0,153.0,153.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),90,547.0,547.0,493.0,493.0,11969.0,11969.0,5273.0,5273.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),90,20531.0,20531.0,20198.0,20198.0,30.0,30.0,2099.0,2099.0,0.0,0.0
,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),91,53.0,53.0,45.0,45.0,32.0,32.0,7963.0,7963.0,0.0,0.0
CanSino,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Campaña SARS-CoV-2 (Janssen),91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),91,0.0,0.0,0.0,0.0,1006.0,1006.0,143.0,143.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),91,447.0,447.0,400.0,400.0,9524.0,9524.0,4155.0,4155.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),91,16698.0,16698.0,16377.0,16377.0,23.0,23.0,1748.0,1748.0,0.0,0.0
,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),92,41.0,41.0,35.0,35.0,22.0,22.0,6358.0,6358.0,0.0,0.0
CanSino,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),92,0.0,0.0,0.0,0.0,813.0,813.0,105.0,105.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),92,317.0,317.0,272.0,272.0,7592.0,7592.0,3254.0,3254.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),92,13532.0,13532.0,13251.0,13251.0,24.0,24.0,1542.0,1542.0,0.0,0.0
,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),93,31.0,31.0,26.0,26.0,18.0,18.0,4651.0,4651.0,0.0,0.0
CanSino,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),93,0.0,0.0,0.0,0.0,594.0,594.0,82.0,82.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),93,264.0,264.0,238.0,238.0,5611.0,5611.0,2593.0,2593.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),93,10382.0,10382.0,10179.0,10179.0,18.0,18.0,1131.0,1131.0,0.0,0.0
,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),94,29.0,29.0,24.0,24.0,10.0,10.0,3291.0,3291.0,0.0,0.0
CanSino,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Janssen),94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),94,0.0,0.0,0.0,0.0,425.0,425.0,53.0,53.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),94,185.0,185.0,164.0,164.0,3872.0,3872.0,1757.0,1757.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),94,7411.0,7411.0,7244.0,7244.0,11.0,11.0,868.0,868.0,0.0,0.0
,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),95,17.0,17.0,10.0,10.0,13.0,13.0,2345.0,2345.0,0.0,0.0
CanSino,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Janssen),95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),95,0.0,0.0,0.0,0.0,273.0,273.0,38.0,38.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),95,128.0,128.0,114.0,114.0,2697.0,2697.0,1255.0,1255.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),95,5457.0,5457.0,5327.0,5327.0,5.0,5.0,629.0,629.0,0.0,0.0
,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),96,10.0,10.0,10.0,10.0,4.0,4.0,1795.0,1795.0,0.0,0.0
CanSino,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),96,0.0,0.0,0.0,0.0,200.0,200.0,28.0,28.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),96,108.0,108.0,98.0,98.0,2145.0,2145.0,998.0,998.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),96,4295.0,4295.0,4179.0,4179.0,6.0,6.0,513.0,513.0,0.0,0.0
,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),97,15.0,15.0,12.0,12.0,1.0,1.0,1190.0,1190.0,0.0,0.0
CanSino,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),97,0.0,0.0,0.0,0.0,129.0,129.0,18.0,18.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),97,70.0,70.0,59.0,59.0,1379.0,1379.0,635.0,635.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),97,2901.0,2901.0,2838.0,2838.0,10.0,10.0,364.0,364.0,0.0,0.0
,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),98,6.0,6.0,6.0,6.0,3.0,3.0,824.0,824.0,0.0,0.0
CanSino,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Janssen),98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),98,0.0,0.0,0.0,0.0,89.0,89.0,10.0,10.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),98,54.0,54.0,41.0,41.0,961.0,961.0,452.0,452.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),98,2103.0,2103.0,2030.0,2030.0,0.0,0.0,263.0,263.0,0.0,0.0
,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),99,1.0,1.0,1.0,1.0,1.0,1.0,523.0,523.0,0.0,0.0
CanSino,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Janssen),99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),99,0.0,0.0,0.0,0.0,49.0,49.0,2.0,2.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),99,26.0,26.0,22.0,22.0,590.0,590.0,287.0,287.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),99,1351.0,1351.0,1312.0,1312.0,2.0,2.0,164.0,164.0,0.0,0.0
,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
